# Group models by family, rank and tactical branch; S/M/L/X share a model category.
component_set = { key = "FOC_V1710_REB_QUAD_MK11_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SPHAT_MK01_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SPHAT_MK02_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SPHAT_MK03_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SPHAT_MK04_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SPHAT_MK05_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SPHAT_MK06_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_TURBO_MK01_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_TURBO_MK02_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_TURBO_MK03_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_TURBO_MK04_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_TURBO_MK05_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_TURBO_MK06_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_TURBO_MK07_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_TURBO_MK08_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_TURBO_MK09_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_TURBO_MK10_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_TURBO_MK11_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK01_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK02_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK03_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK04_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK05_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK06_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK07_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK08_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK09_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK10_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK11_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_RAPID_MK12_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_RAPID_MK01_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_RAPID_MK02_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_RAPID_MK03_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_RAPID_MK04_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_RAPID_MK05_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_RAPID_MK06_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_RAPID_MK07_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_RAPID_MK08_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_RAPID_MK09_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_RAPID_MK10_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_RAPID_MK11_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK01_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK02_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK03_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK04_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK05_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK06_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK07_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK08_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK09_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK10_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK11_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SNIPER_MK12_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SNIPER_MK01_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SNIPER_MK02_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SNIPER_MK03_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SNIPER_MK04_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SNIPER_MK05_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SNIPER_MK06_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SNIPER_MK07_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SNIPER_MK08_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SNIPER_MK09_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SNIPER_MK10_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_SNIPER_MK11_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK01_SET" icon = "GFX_ship_part_quad_turbo_g_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK02_SET" icon = "GFX_ship_part_quad_turbo_g_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK03_SET" icon = "GFX_ship_part_quad_turbo_g_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK04_SET" icon = "GFX_ship_part_quad_turbo_g_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK05_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK06_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK07_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK08_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK09_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK10_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK11_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK12_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK13_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK14_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK15_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK16_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK17_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK18_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_BARRAGE_MK19_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_BARRAGE_MK01_SET" icon = "GFX_ship_part_quad_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_BARRAGE_MK02_SET" icon = "GFX_ship_part_quad_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_BARRAGE_MK03_SET" icon = "GFX_ship_part_quad_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_BARRAGE_MK04_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_BARRAGE_MK05_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_BARRAGE_MK06_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_BARRAGE_MK07_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_BARRAGE_MK08_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_BARRAGE_MK09_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_BARRAGE_MK10_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_BARRAGE_MK11_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK01_SET" icon = "GFX_ship_part_ion_cannon_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK02_SET" icon = "GFX_ship_part_ion_cannon_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK03_SET" icon = "GFX_ship_part_ion_cannon_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK04_SET" icon = "GFX_ship_part_ion_cannon_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK05_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK06_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK07_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK08_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK09_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK10_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK11_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK12_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_PULSEION_MK13_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK01_SET" icon = "GFX_ship_part_ion_cannon_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK02_SET" icon = "GFX_ship_part_ion_cannon_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK03_SET" icon = "GFX_ship_part_ion_cannon_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK04_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK05_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK06_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK07_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK08_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK09_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK10_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK11_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PULSEION_MK12_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
